Jogada,Tabuleiro,Resultado
X,"[-1.0, 1.0, 0.0, -1.0, -1.0, 1.0, 1.0, -1.0, 0.0]",0.5
O,"[-1.0, 1.0, 0.0, -1.0, -1.0, 1.0, 1.0, -1.0, 1.0]",0.5
X,"[-1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, -1.0, 1.0]",0.5
Jogada,Tabuleiro,Resultado
Jogada,Tabuleiro,Resultado
X,"[0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0]",0.5
O,"[0.0, 1.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0]",0.5
X,"[-1.0, 1.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0]",0.5
O,"[-1.0, 1.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0]",0.5
X,"[-1.0, 1.0, 0.0, 0.0, -1.0, 0.0, -1.0, 0.0, 1.0]",0.5
O,"[-1.0, 1.0, 0.0, 1.0, -1.0, 0.0, -1.0, 0.0, 1.0]",0.5
X,"[-1.0, 1.0, -1.0, 1.0, -1.0, 0.0, -1.0, 0.0, 1.0]",0.5
Jogada,Tabuleiro,Resultado
Jogada,Tabuleiro,Resultado
X,"[0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0]",0.5
O,"[0.0, 1.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0]",0.5
X,"[-1.0, 1.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0]",0.5
O,"[-1.0, 1.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0]",0.5
X,"[-1.0, 1.0, 0.0, 0.0, -1.0, 0.0, -1.0, 0.0, 1.0]",0.5
O,"[-1.0, 1.0, 0.0, 1.0, -1.0, 0.0, -1.0, 0.0, 1.0]",0.5
X,"[-1.0, 1.0, -1.0, 1.0, -1.0, 0.0, -1.0, 0.0, 1.0]",0.5
Jogada,Tabuleiro,Resultado
